job desc ; F ; job val ; -0.665407 ; bearing target ; 0.000000 ; bearing now ; 0.000000
distance completed ; 0.000000 ; robot direction ; 0.000000

job desc ; T ; job val ; 62.605644 ; bearing target ; 62.605644 ; bearing now ; 0.000000
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
job desc ; T ; job val ; 62.605644 ; bearing target ; 62.605644 ; bearing now ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 22.147529 ; enc_theta ; 3.473204 ; imu_theta ; 0.000000 ; output_theta ; 1.736602
enc_dist ; 30.132691 ; enc_theta ; 4.725448 ; imu_theta ; 0.000000 ; output_theta ; 2.362724
enc_dist ; 30.132691 ; enc_theta ; 4.725448 ; imu_theta ; 0.000000 ; output_theta ; 2.362724
enc_dist ; 30.132691 ; enc_theta ; 4.725448 ; imu_theta ; 0.000000 ; output_theta ; 2.362724
enc_dist ; 30.132691 ; enc_theta ; 4.725448 ; imu_theta ; 0.000000 ; output_theta ; 2.362724
enc_dist ; 30.132691 ; enc_theta ; 4.725448 ; imu_theta ; 0.000000 ; output_theta ; 2.362724
enc_dist ; 30.132691 ; enc_theta ; 4.725448 ; imu_theta ; 0.000000 ; output_theta ; 2.362724
enc_dist ; 30.132691 ; enc_theta ; 4.725448 ; imu_theta ; 0.000000 ; output_theta ; 2.362724
enc_dist ; 30.132691 ; enc_theta ; 4.725448 ; imu_theta ; 0.000000 ; output_theta ; 2.362724
enc_dist ; 30.132691 ; enc_theta ; 4.725448 ; imu_theta ; 0.000000 ; output_theta ; 2.362724
enc_dist ; 22.995011 ; enc_theta ; 3.606108 ; imu_theta ; 0.000000 ; output_theta ; 1.803054
enc_dist ; 22.995011 ; enc_theta ; 3.606108 ; imu_theta ; 0.000000 ; output_theta ; 1.803054
enc_dist ; 22.995011 ; enc_theta ; 3.606108 ; imu_theta ; 0.000000 ; output_theta ; 1.803054
enc_dist ; 22.995011 ; enc_theta ; 3.606108 ; imu_theta ; 0.000000 ; output_theta ; 1.803054
enc_dist ; 22.995011 ; enc_theta ; 3.606108 ; imu_theta ; 0.000000 ; output_theta ; 1.803054
enc_dist ; 22.995011 ; enc_theta ; 3.606108 ; imu_theta ; 0.000000 ; output_theta ; 1.803054
enc_dist ; 22.995011 ; enc_theta ; 3.606108 ; imu_theta ; 0.000000 ; output_theta ; 1.803054
enc_dist ; 22.995011 ; enc_theta ; 3.606108 ; imu_theta ; 0.000000 ; output_theta ; 1.803054
enc_dist ; 22.995011 ; enc_theta ; 3.606108 ; imu_theta ; 0.000000 ; output_theta ; 1.803054
degree to turn ; 60.869042 ; degree turned ; 58.331225 ; robot direction ; 60.067827

job desc ; F ; job val ; 55424.447311 ; bearing target ; 60.067827 ; bearing now ; 60.067827
