job desc ; T ; job val ; 90.000000 ; bearing target ; 90.000000 ; bearing now ; 0.000000
job desc ; T ; job val ; 90.000000 ; bearing target ; 90.000000 ; bearing now ; 0.000000
job desc ; T ; job val ; 90.000000 ; bearing target ; 90.000000 ; bearing now ; 0.000000
enc_dist ; 5.216723 ; enc_theta ; 0.818093 ; imu_theta ; 0.100006 ; output_theta ; 0.100006
enc_dist ; 9.359969 ; enc_theta ; 1.450122 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 9.868458 ; enc_theta ; 1.547584 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 10.056787 ; enc_theta ; 1.571212 ; imu_theta ; 0.399994 ; output_theta ; 0.399994
enc_dist ; 10.207451 ; enc_theta ; 1.600746 ; imu_theta ; 1.100006 ; output_theta ; 1.100006
enc_dist ; 10.358114 ; enc_theta ; 1.624373 ; imu_theta ; 1.699982 ; output_theta ; 1.699982
enc_dist ; 10.075620 ; enc_theta ; 1.580072 ; imu_theta ; 1.500000 ; output_theta ; 1.500000
enc_dist ; 9.962622 ; enc_theta ; 1.562351 ; imu_theta ; 1.700012 ; output_theta ; 1.700012
enc_dist ; 10.113286 ; enc_theta ; 1.585979 ; imu_theta ; 1.399994 ; output_theta ; 1.399994
enc_dist ; 10.169785 ; enc_theta ; 1.594839 ; imu_theta ; 1.800018 ; output_theta ; 1.800018
enc_dist ; 9.811959 ; enc_theta ; 1.538724 ; imu_theta ; 1.399994 ; output_theta ; 1.399994
enc_dist ; 9.849625 ; enc_theta ; 1.544631 ; imu_theta ; 1.699982 ; output_theta ; 1.699982
enc_dist ; 9.943789 ; enc_theta ; 1.559398 ; imu_theta ; 1.400024 ; output_theta ; 1.400024
enc_dist ; 9.943789 ; enc_theta ; 1.559398 ; imu_theta ; 1.599976 ; output_theta ; 1.599976
enc_dist ; 10.188618 ; enc_theta ; 1.597792 ; imu_theta ; 1.400024 ; output_theta ; 1.400024
enc_dist ; 10.056787 ; enc_theta ; 1.577118 ; imu_theta ; 1.699982 ; output_theta ; 1.699982
enc_dist ; 10.150952 ; enc_theta ; 1.591885 ; imu_theta ; 1.399994 ; output_theta ; 1.399994
enc_dist ; 10.056787 ; enc_theta ; 1.577118 ; imu_theta ; 1.700012 ; output_theta ; 1.700012
enc_dist ; 10.602942 ; enc_theta ; 1.662767 ; imu_theta ; 1.500000 ; output_theta ; 1.500000
enc_dist ; 17.006139 ; enc_theta ; 2.666925 ; imu_theta ; 1.700012 ; output_theta ; 1.700012
enc_dist ; 18.004285 ; enc_theta ; 2.823455 ; imu_theta ; 1.399994 ; output_theta ; 1.399994
enc_dist ; 18.286779 ; enc_theta ; 2.867756 ; imu_theta ; 2.699982 ; output_theta ; 2.699982
enc_dist ; 18.098449 ; enc_theta ; 2.838222 ; imu_theta ; 2.600006 ; output_theta ; 2.600006
enc_dist ; 17.910120 ; enc_theta ; 2.808688 ; imu_theta ; 3.100006 ; output_theta ; 3.100006
enc_dist ; 18.004285 ; enc_theta ; 2.823455 ; imu_theta ; 2.600006 ; output_theta ; 2.600006
enc_dist ; 18.343278 ; enc_theta ; 2.876617 ; imu_theta ; 3.100006 ; output_theta ; 3.100006
enc_dist ; 18.230280 ; enc_theta ; 2.858896 ; imu_theta ; 2.499988 ; output_theta ; 2.499988
enc_dist ; 17.815955 ; enc_theta ; 2.793921 ; imu_theta ; 3.200000 ; output_theta ; 3.200000
enc_dist ; 17.778290 ; enc_theta ; 2.788014 ; imu_theta ; 2.600000 ; output_theta ; 2.600000
enc_dist ; 18.060784 ; enc_theta ; 2.832315 ; imu_theta ; 3.000000 ; output_theta ; 3.000000
enc_dist ; 18.343278 ; enc_theta ; 2.876617 ; imu_theta ; 2.600000 ; output_theta ; 2.600000
enc_dist ; 18.249113 ; enc_theta ; 2.861850 ; imu_theta ; 3.100000 ; output_theta ; 3.100000
enc_dist ; 18.098449 ; enc_theta ; 2.838222 ; imu_theta ; 2.599998 ; output_theta ; 2.599998
enc_dist ; 18.004285 ; enc_theta ; 2.823455 ; imu_theta ; 3.100000 ; output_theta ; 3.100000
enc_dist ; 18.117282 ; enc_theta ; 2.841176 ; imu_theta ; 2.600000 ; output_theta ; 2.600000
enc_dist ; 18.267946 ; enc_theta ; 2.864803 ; imu_theta ; 3.000000 ; output_theta ; 3.000000
enc_dist ; 18.286779 ; enc_theta ; 2.867756 ; imu_theta ; 2.600000 ; output_theta ; 2.600000
enc_dist ; 18.060784 ; enc_theta ; 2.832315 ; imu_theta ; 3.100000 ; output_theta ; 3.100000
enc_dist ; 17.514629 ; enc_theta ; 2.746667 ; imu_theta ; 2.500000 ; output_theta ; 2.500000
enc_dist ; 11.506923 ; enc_theta ; 1.804531 ; imu_theta ; 3.000000 ; output_theta ; 3.000000
enc_dist ; 10.546443 ; enc_theta ; 1.653907 ; imu_theta ; 2.399998 ; output_theta ; 2.399998
enc_dist ; 10.414613 ; enc_theta ; 1.633233 ; imu_theta ; 2.000000 ; output_theta ; 2.000000
enc_dist ; 10.489945 ; enc_theta ; 1.645047 ; imu_theta ; 1.400002 ; output_theta ; 1.400002
