job desc ; F ; job val ; -136.981116 ; bearing target ; 0.000000 ; bearing now ; 0.000000
enc_dist ; -45.104879 ; enc_theta ; 0.026581 ; imu_theta ; 0.000000 ; output_theta ; 0.026581
job desc ; F ; job val ; -136.981116 ; bearing target ; 0.000000 ; bearing now ; 0.026581
enc_dist ; -45.104879 ; enc_theta ; 0.026581 ; imu_theta ; 0.000000 ; output_theta ; 0.026581
enc_dist ; -45.104879 ; enc_theta ; 0.026581 ; imu_theta ; 0.000000 ; output_theta ; 0.026581
distance completed ; 90.209759 ; robot direction ; 0.079742

job desc ; T ; job val ; 268.800644 ; bearing target ; 268.800644 ; bearing now ; 0.079742
enc_dist ; 22.750183 ; enc_theta ; -3.567713 ; imu_theta ; 0.000000 ; output_theta ; -3.567713
job desc ; T ; job val ; 268.800644 ; bearing target ; 268.800644 ; bearing now ; 356.512029
enc_dist ; 22.750183 ; enc_theta ; -3.567713 ; imu_theta ; 0.000000 ; output_theta ; -3.567713
enc_dist ; 22.750183 ; enc_theta ; -3.567713 ; imu_theta ; 0.000000 ; output_theta ; -3.567713
enc_dist ; 22.750183 ; enc_theta ; -3.567713 ; imu_theta ; 0.000000 ; output_theta ; -3.567713
enc_dist ; 22.750183 ; enc_theta ; -3.567713 ; imu_theta ; 0.000000 ; output_theta ; -3.567713
enc_dist ; 22.750183 ; enc_theta ; -3.567713 ; imu_theta ; 0.000000 ; output_theta ; -3.567713
enc_dist ; 22.750183 ; enc_theta ; -3.567713 ; imu_theta ; 0.000000 ; output_theta ; -3.567713
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 29.737199 ; enc_theta ; -4.663426 ; imu_theta ; 0.000000 ; output_theta ; -4.663426
enc_dist ; 22.938513 ; enc_theta ; -3.597247 ; imu_theta ; 0.000000 ; output_theta ; -3.597247
enc_dist ; 22.938513 ; enc_theta ; -3.597247 ; imu_theta ; 0.000000 ; output_theta ; -3.597247
enc_dist ; 22.938513 ; enc_theta ; -3.597247 ; imu_theta ; 0.000000 ; output_theta ; -3.597247
enc_dist ; 22.938513 ; enc_theta ; -3.597247 ; imu_theta ; 0.000000 ; output_theta ; -3.597247
degree to turn ; -87.711385 ; degree turned ; -82.429532 ; robot direction ; 274.082497

job desc ; F ; job val ; 179.852558 ; bearing target ; 274.082497 ; bearing now ; 274.082497
enc_dist ; 44.860051 ; enc_theta ; -0.029534 ; imu_theta ; 0.000000 ; output_theta ; -0.029534
job desc ; F ; job val ; 179.852558 ; bearing target ; 274.082497 ; bearing now ; 274.052963
enc_dist ; 44.860051 ; enc_theta ; -0.029534 ; imu_theta ; 0.000000 ; output_theta ; -0.029534
enc_dist ; 44.860051 ; enc_theta ; -0.029534 ; imu_theta ; 0.000000 ; output_theta ; -0.029534
enc_dist ; 44.860051 ; enc_theta ; -0.029534 ; imu_theta ; 0.000000 ; output_theta ; -0.029534
distance completed ; 134.580154 ; robot direction ; 273.964360

job desc ; T ; job val ; 267.095029 ; bearing target ; 267.095029 ; bearing now ; 273.964360
enc_dist ; 22.637186 ; enc_theta ; -3.549993 ; imu_theta ; 0.000000 ; output_theta ; -3.549993
