job desc ; F ; job val ; 200.000000 ; bearing target ; 90.000000 ; bearing now ; 90.000000
job desc ; F ; job val ; 200.000000 ; bearing target ; 90.000000 ; bearing now ; 90.000000
job desc ; F ; job val ; 200.000000 ; bearing target ; 90.000000 ; bearing now ; 90.000000
enc_dist ; 0.828649 ; enc_theta ; 0.053161 ; imu_theta ; 0.100006 ; output_theta ; 0.100006
enc_dist ; 8.757315 ; enc_theta ; 0.197878 ; imu_theta ; -0.100006 ; output_theta ; -0.100006
enc_dist ; 18.757603 ; enc_theta ; 0.153577 ; imu_theta ; 0.100006 ; output_theta ; 0.100006
enc_dist ; 20.546732 ; enc_theta ; 0.044301 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 20.998723 ; enc_theta ; -0.002955 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 22.034534 ; enc_theta ; -0.082695 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 22.618355 ; enc_theta ; -0.062021 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 22.900849 ; enc_theta ; -0.023627 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 23.409338 ; enc_theta ; 0.008860 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 22.938515 ; enc_theta ; 0.059068 ; imu_theta ; 0.099976 ; output_theta ; 0.099976
enc_dist ; 1.412470 ; enc_theta ; -0.014767 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
distance completed ; 185.203083 ; robot direction ; 90.199982

job desc ; T ; job val ; 269.558187 ; bearing target ; 269.558187 ; bearing now ; 90.199982
job desc ; T ; job val ; 269.558187 ; bearing target ; 269.558187 ; bearing now ; 90.199982
enc_dist ; 0.000000 ; enc_theta ; -0.002957 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
job desc ; T ; job val ; 269.558187 ; bearing target ; 269.558187 ; bearing now ; 90.199982
enc_dist ; 0.000000 ; enc_theta ; 0.431197 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 1.151988 ; enc_theta ; 1.190222 ; imu_theta ; 0.200012 ; output_theta ; 0.200012
enc_dist ; 0.000000 ; enc_theta ; 1.364473 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 0.575994 ; enc_theta ; 1.308358 ; imu_theta ; -0.100006 ; output_theta ; -0.100006
enc_dist ; 0.575994 ; enc_theta ; 1.237477 ; imu_theta ; -0.100006 ; output_theta ; -0.100006
