job desc ; F ; job val ; -117.886011 ; bearing target ; 90.000000 ; bearing now ; 90.000000
job desc ; F ; job val ; -117.886011 ; bearing target ; 90.000000 ; bearing now ; 90.000000
job desc ; F ; job val ; -117.886011 ; bearing target ; 90.000000 ; bearing now ; 90.000000
enc_dist ; 0.282494 ; enc_theta ; 0.091556 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; -9.303470 ; enc_theta ; -0.318968 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; -19.944078 ; enc_theta ; -0.339642 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; -21.318882 ; enc_theta ; -0.212645 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; -21.450713 ; enc_theta ; -0.097462 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; -22.317028 ; enc_theta ; -0.038394 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; -17.043806 ; enc_theta ; 0.026581 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
distance completed ; 111.660472 ; robot direction ; 90.000000

enc_dist ; 0.000000 ; enc_theta ; 0.000000 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
job desc ; T ; job val ; 2.142351 ; bearing target ; 2.142351 ; bearing now ; 90.000000
job desc ; T ; job val ; 2.142351 ; bearing target ; 2.142351 ; bearing now ; 90.000000
enc_dist ; 0.000000 ; enc_theta ; 0.002957 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
job desc ; T ; job val ; 2.142351 ; bearing target ; 2.142351 ; bearing now ; 90.000000
enc_dist ; 0.575994 ; enc_theta ; 0.044301 ; imu_theta ; -0.100006 ; output_theta ; -0.100006
enc_dist ; 0.575994 ; enc_theta ; 0.682237 ; imu_theta ; -0.100006 ; output_theta ; -0.100006
enc_dist ; 0.000000 ; enc_theta ; 1.453075 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 0.575994 ; enc_theta ; -1.411728 ; imu_theta ; 0.100006 ; output_theta ; 0.100006
enc_dist ; 0.000000 ; enc_theta ; -1.438308 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 0.000000 ; enc_theta ; -1.426495 ; imu_theta ; 0.000000 ; output_theta ; 0.000000
enc_dist ; 1.727894 ; enc_theta ; -1.388100 ; imu_theta ; -0.300003 ; output_theta ; -0.300003
enc_dist ; 6.335492 ; enc_theta ; -1.343799 ; imu_theta ; -1.099991 ; output_theta ; -1.099991
enc_dist ; 5.759587 ; enc_theta ; -1.219756 ; imu_theta ; -1.000000 ; output_theta ; -1.000000
enc_dist ; 6.335580 ; enc_theta ; -0.998251 ; imu_theta ; -1.100006 ; output_theta ; -1.100006
enc_dist ; 5.183593 ; enc_theta ; -0.998251 ; imu_theta ; -0.899994 ; output_theta ; -0.899994
enc_dist ; 6.911574 ; enc_theta ; -1.013018 ; imu_theta ; -1.200012 ; output_theta ; -1.200012
